
familyID,familyGuardian,familyStatus,motherEdu,fatherEdu,fatherJobID,motherJobID,familySizeID
1630,father,T,1,1,3,3,1
1631,mother,T,2,2,1,1,1
1632,mother,T,1,1,5,4,1
1633,mother,T,2,1,4,4,1
1634,mother,A,4,4,5,5,2
1635,mother,T,4,2,3,5,1
1636,mother,T,4,3,4,2,1
1637,mother,T,3,1,3,4,2
1638,mother,T,3,2,3,4,2
1639,mother,T,3,3,3,2,1
1640,other,T,4,4,3,2,1
1641,other,T,4,3,3,3,2
1642,father,T,4,3,3,3,1
1643,mother,T,4,4,5,5,2
1644,mother,A,4,4,3,2,2
1645,father,T,4,4,5,3,2
1646,mother,T,4,4,4,4,1
1647,mother,T,4,2,3,3,1
1648,father,T,3,2,2,2,1
1649,mother,T,2,1,4,1,2
1650,other,A,3,2,3,4,1
1651,father,T,3,3,4,3,1
1652,mother,T,1,4,5,3,1
1653,mother,T,2,1,3,4,1
1654,father,T,2,3,3,3,1
1655,mother,T,4,4,5,5,1
1656,mother,T,4,3,3,3,1
1657,mother,T,4,3,4,2,2
1658,father,T,3,4,4,1,1
1659,father,T,3,3,3,1,1
1660,mother,T,4,2,3,2,1
1661,mother,T,4,4,3,5,1
1662,mother,T,3,4,3,3,1
1663,mother,T,4,4,2,2,1
1664,mother,A,4,3,4,4,1
1665,mother,A,3,3,3,4,2
1666,father,T,2,1,3,3,2
1667,father,T,4,4,3,3,2
1668,other,T,1,1,3,3,1
1669,other,A,1,1,3,3,2
1670,mother,T,2,2,3,3,1
1671,mother,T,2,2,3,3,1
1672,mother,T,2,2,4,4,2
1673,father,T,3,1,4,4,1
1674,father,T,0,2,1,1,2
1675,mother,T,1,1,3,3,1
1676,mother,T,4,4,3,3,1
1677,mother,T,3,3,4,3,1
1678,mother,T,2,2,3,4,1
1679,mother,T,4,4,4,5,1
1680,mother,T,4,4,5,5,1
1681,mother,T,3,3,3,1,1
1682,mother,T,2,2,3,3,2
1683,other,T,3,2,4,1,1
1684,mother,T,2,2,3,1,1
1685,father,T,2,4,3,1,1
1686,mother,T,2,2,3,3,1
1687,mother,T,3,3,4,4,1
1688,other,T,2,2,3,3,2
1689,mother,T,2,2,3,1,1
1690,mother,T,3,4,3,4,1
1691,mother,T,3,2,3,3,1
1692,mother,T,3,3,4,4,2
1693,mother,A,3,2,3,3,1
1694,father,T,4,4,4,5,1
1695,mother,T,3,4,3,4,2
1696,father,A,2,2,1,1,1
1697,mother,T,2,3,3,1,1
1698,mother,T,3,2,4,3,1
1699,mother,T,4,3,4,5,1
1700,mother,T,4,3,3,5,1
1701,mother,T,4,3,3,2,1
1702,mother,T,2,1,3,4,1
1703,mother,T,2,1,3,4,1
1704,other,A,2,3,3,1,2
1705,mother,T,3,1,1,3,1
1706,other,T,4,4,3,3,2
1707,mother,T,2,2,4,4,2
1708,other,A,3,4,3,3,2
1709,mother,T,2,2,4,4,1
1710,mother,A,4,4,3,2,2
1711,mother,T,4,2,3,5,2
1712,other,T,1,1,3,1,2
1713,other,T,1,1,3,3,1
1714,other,T,4,4,3,5,1
1715,mother,A,3,2,3,3,2
1716,father,T,3,2,3,1,1
1717,father,T,2,3,4,3,1
1718,mother,T,2,1,3,3,1
1719,mother,A,2,2,3,4,2
1720,mother,T,1,0,3,3,1
1721,mother,T,3,2,3,4,1
1722,father,T,1,3,3,1,1
1723,mother,T,2,2,3,3,1
1724,mother,T,1,1,4,1,1
1725,mother,T,3,3,3,1,1
1726,mother,T,2,3,4,1,1
1727,mother,T,2,1,3,1,2
1728,mother,A,4,4,3,1,2
1729,mother,A,1,2,3,3,1
1730,father,T,3,2,3,1,1
1731,father,T,1,1,3,3,1
1732,mother,T,4,4,3,5,1
1733,mother,A,2,2,3,1,2
1734,father,T,1,1,4,1,2
1735,mother,T,1,1,4,3,2
1736,mother,T,0,2,3,3,1
1737,mother,T,2,3,3,3,1
1738,father,T,3,3,4,3,1
1739,mother,T,1,1,4,1,1
1740,mother,T,1,1,3,3,1
1741,father,T,4,1,4,2,2
1742,father,T,4,1,4,2,2
1743,mother,T,3,4,2,3,1
1744,mother,T,1,1,3,3,1
1745,father,T,3,3,1,1,2
1746,mother,T,2,1,3,3,1
1747,mother,T,4,4,5,5,1
1748,mother,T,1,2,4,3,1
1749,mother,T,2,3,4,3,1
1750,father,T,1,2,3,3,1
1751,mother,T,2,2,3,3,1
1752,mother,T,1,2,4,3,1
1753,mother,T,1,2,4,3,1
1754,mother,T,2,1,3,1,1
1755,father,T,1,1,3,1,1
1756,mother,T,1,2,4,1,2
1757,father,T,1,1,3,3,1
1758,father,T,1,1,3,1,1
1759,father,T,1,1,3,1,1
1760,mother,T,1,1,3,1,1
1761,father,T,1,1,1,1,1
1762,father,T,2,2,3,3,2
1763,father,T,1,1,3,1,1
1764,father,T,1,2,3,3,1
1765,mother,T,3,1,4,3,1
1766,father,T,2,2,4,3,1
1767,mother,T,2,2,3,2,1
1768,father,T,4,4,5,3,1
1769,mother,T,3,3,3,4,1
1770,mother,T,2,2,3,1,1
1771,father,T,2,2,3,3,2
1772,mother,T,2,1,4,1,2
1773,father,T,1,3,3,1,2
1774,mother,T,2,2,4,3,1
1775,mother,T,2,1,3,3,2
1776,father,T,3,3,4,4,1
1777,father,T,1,1,3,1,1
1778,mother,T,2,2,1,3,1
1779,other,T,2,3,4,1,1
1780,mother,T,2,1,3,1,1
1781,mother,T,1,1,3,1,2
1782,father,T,2,2,3,3,1
1783,mother,A,2,2,3,3,2
1784,mother,T,2,2,3,1,1
1785,father,T,2,2,4,3,1
1786,other,A,3,2,3,3,2
1787,mother,T,1,1,4,1,1
1788,mother,T,1,1,3,3,1
1789,mother,T,1,1,1,1,1
1790,other,T,1,1,3,3,1
1791,mother,A,2,2,3,2,1
1792,father,T,0,1,1,3,1
1793,mother,T,1,2,3,1,2
1794,mother,T,3,3,3,3,1
1795,mother,T,1,1,4,4,2
1796,mother,T,3,3,1,4,1
1797,mother,T,2,1,4,3,1
1798,mother,T,2,2,3,4,1
1799,father,T,1,2,3,3,1
1800,father,T,4,3,3,3,2
1801,mother,T,2,2,4,4,2
1802,other,T,1,1,3,3,1
1803,mother,T,2,2,3,3,2
1804,mother,T,1,1,3,1,1
1805,mother,T,3,3,4,1,1
1806,father,T,1,1,4,3,2
1807,mother,T,2,2,3,3,1
1808,father,T,1,1,3,1,2
1809,mother,T,2,2,3,3,1
1810,mother,A,1,0,3,3,1
1811,mother,T,1,1,3,1,1
1812,mother,T,3,1,3,3,1
1813,mother,T,3,2,1,4,1
1814,mother,T,1,1,1,3,2
1815,father,T,4,4,5,2,1
1816,mother,T,1,2,3,3,2
1817,father,A,2,4,4,3,1
1818,mother,T,2,1,4,3,1
1819,mother,T,1,1,3,1,2
1820,mother,T,2,3,4,1,1
1821,mother,T,4,4,2,2,1
1822,mother,T,4,4,2,1,2
1823,mother,T,3,4,3,1,2
1824,mother,T,4,4,4,3,2
1825,mother,T,4,1,3,3,1
1826,mother,T,2,2,4,4,2
1827,mother,T,2,2,3,1,1
1828,father,T,4,4,4,4,2
1829,mother,T,3,3,4,4,1
1830,mother,T,1,1,4,1,1
1831,mother,T,2,1,4,2,1
1832,mother,T,2,1,4,3,2
1833,father,T,4,4,2,5,2
1834,mother,T,1,2,4,3,1
1835,mother,A,2,2,3,3,2
1836,mother,A,2,1,4,4,2
1837,mother,T,2,2,3,3,2
1838,mother,T,4,1,3,3,2
1839,mother,T,3,2,3,1,1
1840,mother,T,2,2,3,3,1
1841,mother,T,4,4,4,5,1
1842,father,T,4,4,3,2,1
1843,father,T,1,3,3,3,2
1844,mother,T,3,4,3,4,1
1845,father,T,4,4,2,2,1
1846,father,T,4,1,1,3,2
1847,mother,A,1,1,1,1,1
1848,mother,T,4,2,3,3,1
1849,father,A,2,2,4,3,2
1850,father,T,3,2,3,3,1
1851,mother,T,1,1,3,3,1
1852,mother,A,1,0,3,3,2
1853,father,T,1,1,1,1,1
1854,father,T,1,2,3,3,1
1855,mother,T,1,2,1,3,2
1856,mother,T,3,1,3,3,1
1857,mother,T,2,2,3,3,1
1858,other,T,1,0,1,1,1
1859,mother,T,1,1,4,3,1
1860,mother,T,1,1,1,1,2
1861,father,T,2,2,4,3,2
1862,mother,T,2,2,3,3,1
1863,father,T,3,2,3,4,1
1864,mother,T,1,1,3,1,2
1865,other,T,1,1,3,4,1
1866,mother,T,3,2,3,4,1
1867,mother,T,3,2,4,1,1
1868,mother,T,3,3,1,1,1
1869,mother,T,2,2,4,4,1
1870,other,T,2,1,3,1,1
1871,mother,A,3,2,1,4,1
1872,mother,T,1,1,1,3,1
1873,other,T,1,1,3,3,1
1874,mother,A,4,3,4,4,1
1875,mother,T,3,2,3,3,1
1876,other,T,1,1,4,3,1
1877,mother,T,3,3,3,2,1
1878,mother,T,1,3,4,1,2
1879,other,T,1,1,3,3,1
1880,mother,A,1,2,3,1,1
1881,mother,A,1,1,3,1,2
1882,mother,T,2,2,3,3,1
1883,mother,T,0,0,3,1,1
1884,other,A,3,1,1,3,2
1885,mother,T,4,2,4,5,1
1886,mother,T,2,2,4,4,2
1887,mother,T,4,1,1,2,1
1888,father,T,1,2,3,1,2
1889,mother,T,1,1,3,3,1
1890,father,T,2,2,1,4,1
1891,mother,T,3,3,4,4,1
1892,mother,A,1,2,3,1,2
1893,mother,T,4,4,5,5,1
1894,mother,T,4,4,3,4,2
1895,mother,T,4,2,3,3,1
1896,mother,T,2,2,3,1,1
1897,mother,T,1,2,4,1,2
1898,mother,T,4,4,4,1,1
1899,father,T,1,1,4,3,1
1900,mother,T,2,2,3,3,1
1901,father,T,2,2,4,4,2
1902,mother,A,4,2,3,5,2
1903,mother,T,1,1,4,1,1
1904,father,T,1,1,4,1,1
1905,father,T,4,2,3,5,1
1906,mother,A,2,1,3,4,2
1907,mother,A,1,1,4,1,2
1908,father,T,1,2,1,1,1
1909,other,A,1,1,1,1,1
1910,mother,T,2,2,3,4,1
1911,mother,T,4,3,3,4,1
1912,father,T,3,3,4,4,1
1913,father,T,4,4,4,5,1
1914,mother,A,3,2,3,4,2
1915,father,T,1,1,4,3,2
1916,father,T,1,1,4,1,2
1917,mother,A,1,2,3,1,2
1918,mother,T,3,3,4,4,1
1919,mother,T,4,4,1,1,2
1920,father,T,1,2,4,3,1
1921,mother,T,1,3,3,1,1
1922,mother,T,4,4,4,5,2
1923,mother,T,1,1,4,3,1
1924,father,T,2,3,4,1,1
1925,father,T,4,4,5,3,1
1926,father,T,1,2,4,1,2
1927,mother,T,2,2,1,3,1
1928,mother,T,1,2,3,3,1
1929,mother,T,4,4,3,3,2
1930,mother,T,1,1,3,3,1
1931,other,T,1,1,3,1,1
1932,mother,T,4,4,4,5,2
1933,mother,T,3,3,3,3,1
1934,mother,T,3,1,3,1,1
1935,father,T,4,4,5,5,1
1936,mother,T,2,1,3,3,1
1937,father,T,2,3,4,3,1
1938,mother,T,1,1,4,3,1
1939,father,T,4,2,3,3,1
1940,mother,T,2,2,3,1,1
1941,mother,T,4,3,3,5,1
1942,mother,T,4,4,1,5,1
1943,mother,T,2,3,3,4,1
1944,mother,T,3,1,4,5,2
1945,mother,T,1,1,3,3,1
1946,mother,T,3,1,4,4,2
1947,mother,T,3,2,3,4,2
